Id,Name,Surname,Division,Manager,Gender,Sexual_Orientation,LGBTQ,Indigenous,Ethnicity,Disability,Minority,Veteran,Date of Birth,Age,Preferred Name,Nationality,Hobbies,Pronouns,Mobile Number,Email,Aug_D_Q1,Aug_D_Q2,Aug_D_Q3,Aug_D_Q4,Aug_D_Q5,D_Negative,D_Neutral,D_Positive,Aug_E_Q1,Aug_E_Q2,Aug_E_Q3,Aug_E_Q4,Aug_E_Q5,E_Negative,E_Neutral,E_Positive,Aug_I_Q1,Aug_I_Q2,Aug_I_Q3,Aug_I_Q4,Aug_I_Q5,I_Negative,I_Neutral,I_Positive
973,Tyler,Phillips,IT,No,Male,Homosexual,Prefer not to say,No,White,No,No,No,1971-09-17,51,Tyler,Libyan,Music,He/him/his,329 965 8888,Tyler.Phillips@mail.ca,0,1,-1,2,1,1,1,3,1,-1,1,-1,-2,3,0,2,-2,2,2,-2,2,2,0,3
974,Tyson,Bennett,Operations,No,Male,Heterosexual,No,No,Other,No,No,No,1996-01-16,26,Tyson,Canadian,Music,He/him/his,966 229 8497,Tyson.Bennett@mail.ca,-1,-2,-2,2,1,3,0,2,2,1,1,1,1,0,0,5,2,0,0,2,0,0,3,2
975,Eduardo,Collins,Sales,No,Female,Heterosexual,No,No,White,Yes,No,No,1986-07-27,36,Eduardo,Maltese,Travelling,She/her/hers,335 956 4756,Eduardo.Collins@mail.ca,0,-2,-1,2,-1,3,1,1,1,2,-1,-1,1,2,0,3,-2,1,1,-2,2,2,0,3
976,Anthony,Gray,Sales,Yes,Male,Homosexual,Yes,No,White,Yes,No,No,1991-05-29,31,Anthony,Vietnamese,Sports,He/him/his,731 939 7478,Anthony.Gray@mail.ca,0,2,-1,1,-1,2,1,2,-2,1,-2,2,2,2,0,3,-1,2,-2,1,1,2,0,3
977,Chad,Pitt,Finance,No,Female,Heterosexual,No,No,Black,No,No,No,1994-08-27,28,Chad,Chilean,Sports,She/her/hers,369 946 7986,Chad.Pitt@mail.ca,0,-2,-2,1,2,2,1,2,-2,1,2,-1,2,2,0,3,2,1,1,2,0,0,1,4
978,Mayleen,Hale,IT,No,Male,Heterosexual,No,No,Asian,No,Yes,Prefer not to say,1981-09-20,41,Mayleen,Canadian,Reading,He/him/his,842 345 9678,Mayleen.Hale@mail.ca,-1,-1,-1,2,2,3,0,2,-2,2,1,1,2,1,0,4,-2,-1,0,-1,0,3,2,0
979,Sienna,Carter,Sales,Yes,Female,Heterosexual,No,No,White,No,No,No,1979-10-22,42,Sienna,British,Music,She/her/hers,948 837 6100,Sienna.Carter@mail.ca,1,0,2,1,2,0,1,4,2,1,1,0,2,0,1,4,-2,-1,-2,0,-2,4,1,0
980,Aisha,Blythe,HR,No,Male,Heterosexual,No,No,White,No,No,No,1986-04-08,36,Aisha,Vietnamese,Cooking,He/him/his,881 337 8866,Aisha.Blythe@mail.ca,1,-1,2,1,-2,2,0,3,1,2,2,1,1,0,0,5,0,2,2,-1,2,1,1,3
981,Stacy,Farrow,Marketing,No,Male,Heterosexual,No,No,White,Yes,No,No,1995-07-03,27,Stacy,Canadian,Travelling,He/him/his,786 936 8696,Stacy.Farrow@mail.ca,-2,2,0,2,2,1,1,3,2,0,0,1,2,0,2,3,-1,2,1,-1,-1,3,0,2
982,Anthony,Craig,Finance,No,Female,Heterosexual,No,No,White,Yes,No,No,1970-12-30,51,Anthony,Canadian,Cooking,She/her/hers,496 875 8453,Anthony.Craig@mail.ca,-2,1,0,2,-2,2,1,2,2,0,-1,-1,-2,3,1,1,2,0,1,1,0,0,2,3
983,Hailey,Exton,Sales,No,Female,Heterosexual,No,No,White,No,No,No,1978-04-19,44,Hailey,Canadian,Travelling,She/her/hers,857 705 7838,Hailey.Exton@mail.ca,0,0,-1,2,2,1,2,2,0,-1,1,1,-2,2,1,2,2,-1,-1,1,-2,3,0,2
984,Tony,Yarwood,Finance,No,Male,Heterosexual,No,No,Black,No,No,No,1966-07-12,56,Tony,British,Sports,He/him/his,978 854 2679,Tony.Yarwood@mail.ca,2,1,1,0,0,0,2,3,-1,2,1,1,2,1,0,4,-2,1,2,-1,2,2,0,3
985,Nate,Farmer,Finance,No,Male,Bisexual,Prefer not to say,No,Asian,Yes,Yes,No,1977-12-12,44,Nate,Ecuadorian,Video Games,He/him/his,464 417 6685,Nate.Farmer@mail.ca,1,-1,1,1,2,1,0,4,-2,1,0,2,-1,2,1,2,-1,-2,2,0,0,2,2,1
986,Ron,Pratt,Marketing,Yes,Male,Heterosexual,No,No,White,Yes,No,No,1959-01-04,63,Ron,Philippine,Music,He/him/his,869 942 7505,Ron.Pratt@mail.ca,-1,1,1,2,1,1,0,4,1,2,0,0,1,0,2,3,-2,2,1,-1,2,2,0,3
987,Stella,Osmond,Sales,No,Male,Heterosexual,No,No,White,No,No,No,1984-09-12,38,Stella,Dutch,Sports,He/him/his,187 407 5961,Stella.Osmond@mail.ca,0,2,0,2,2,0,2,3,0,1,2,1,1,0,1,4,-2,2,2,0,2,1,1,3
988,Miriam,Sanchez,Sales,Yes,Female,Heterosexual,No,No,White,No,No,No,1996-10-08,25,Miriam,Mexican,Cooking,She/her/hers,801 212 6786,Miriam.Sanchez@mail.ca,2,0,1,1,1,0,1,4,-1,2,1,-1,1,2,0,3,2,1,2,2,2,0,0,5
989,Dorothy,Ryan,IT,No,Female,Heterosexual,No,No,White,No,No,No,1987-12-24,34,Dorothy,Indian,Music,She/her/hers,705 834 5137,Dorothy.Ryan@mail.ca,-1,-1,0,2,2,2,1,2,1,1,1,-1,1,1,0,4,0,1,1,0,1,0,2,3
990,Ryan,Grant,IT,Yes,Male,Heterosexual,No,No,White,No,No,No,1997-09-07,25,Ryan,Canadian,Reading,He/him/his,970 121 3531,Ryan.Grant@mail.ca,0,1,0,-1,1,1,2,2,-1,1,1,2,1,1,0,4,-2,1,2,-1,1,2,0,3
991,Wade,Benfield,RD,Yes,Female,Heterosexual,No,No,White,No,No,No,1982-07-27,40,Wade,Canadian,Reading,She/her/hers,245 862 2278,Wade.Benfield@mail.ca,2,0,1,2,1,0,1,4,0,1,2,0,1,0,2,3,1,1,1,1,2,0,0,5
992,Leilani,Ross,Sales,No,Female,Heterosexual,No,No,Asian,No,No,No,1995-07-23,27,Leilani,Polish,Cooking,She/her/hers,308 853 7992,Leilani.Ross@mail.ca,-2,1,-1,0,-2,3,1,1,-2,1,2,-2,-1,3,0,2,0,2,2,-1,2,1,1,3
993,Henry,Jobson,Operations,Yes,Prefer not to say,Heterosexual,No,No,White,No,No,No,1996-05-25,26,Henry,American,Video Games,They/them/theirs,824 807 1279,Henry.Jobson@mail.ca,2,2,0,2,-2,1,1,3,0,1,1,2,0,0,2,3,0,2,1,-2,1,1,1,3
994,Fred,Lynch,IT,No,Female,Heterosexual,No,No,White,Yes,No,No,1968-01-26,54,Fred,Slovak,Music,She/her/hers,852 206 3496,Fred.Lynch@mail.ca,-2,-1,-2,2,1,3,0,2,-1,-1,-1,-1,-1,5,0,0,0,2,2,-1,1,1,1,3
995,Abdul,Mills,IT,No,Male,Heterosexual,No,No,White,No,No,No,1977-07-01,45,Abdul,Indian,Sports,He/him/his,199 989 5112,Abdul.Mills@mail.ca,2,-2,1,1,2,1,0,4,-1,2,2,-1,1,2,0,3,-2,1,1,2,2,1,0,4
996,Aiden,Avery,HR,No,Female,Heterosexual,No,No,Black,Prefer not to say,No,No,1987-09-08,35,Aiden,Canadian,Reading,She/her/hers,856 283 2351,Aiden.Avery@mail.ca,-1,-2,-1,0,-2,4,1,0,0,1,-1,0,2,1,2,2,-1,2,1,-1,-2,3,0,2
997,Phillip,Robertson,Operations,No,Male,Homosexual,Yes,No,White,No,No,No,1996-06-17,26,Phillip,Canadian,Cooking,He/him/his,406 334 7078,Phillip.Robertson@mail.ca,0,-2,0,2,-2,2,2,1,-2,1,1,1,1,1,0,4,-2,-2,-1,-1,-1,5,0,0
998,Rufus,Wheeler,RD,No,Male,Heterosexual,No,No,White,No,No,No,1989-12-14,32,Rufus,Canadian,Cooking,He/him/his,484 199 8041,Rufus.Wheeler@mail.ca,1,0,2,1,1,0,1,4,1,2,-1,1,1,1,0,4,1,-1,-2,2,0,2,1,2
999,Anabel,Paterson,HR,Yes,Female,Heterosexual,No,No,White,No,Yes,No,1985-01-17,37,Anabel,Canadian,Music,She/her/hers,715 931 5673,Anabel.Paterson@mail.ca,-1,-1,-1,1,1,3,0,2,-1,2,-2,-2,-1,4,0,1,0,1,2,1,2,0,1,4
1000,Dalia,Davies,Sales,No,Female,Heterosexual,No,No,Asian,No,Yes,No,1958-06-14,64,Dalia,Canadian,Crafting,She/her/hers,864 338 4034,Dalia.Davies@mail.ca,-1,0,0,2,0,1,3,1,2,2,1,0,1,0,1,4,-2,1,1,-2,1,2,0,3
1001,Julius,Mullins,Operations,No,Male,Heterosexual,No,No,White,No,No,Prefer not to say,1962-08-03,60,Julius,Canadian,Video Games,He/him/his,486 666 5304,Julius.Mullins@mail.ca,-1,-1,1,1,1,2,0,3,-2,2,2,-1,1,2,0,3,2,1,1,2,2,0,0,5
1002,Anthony,Mann,IT,No,Male,Heterosexual,No,No,White,No,No,No,1995-02-06,27,Anthony,Canadian,Fishing,He/him/his,187 779 9765,Anthony.Mann@mail.ca,2,-1,1,0,-2,2,1,2,-1,1,1,1,0,1,1,3,2,1,2,2,1,0,0,5
1003,Bryon,Pope,Sales,No,Female,Heterosexual,No,No,White,No,No,No,1997-10-23,24,Bryon,Sri Lankan,Reading,She/her/hers,728 364 5002,Bryon.Pope@mail.ca,-1,0,-2,1,2,2,1,2,1,-1,1,0,2,1,1,3,-1,1,1,-1,-2,3,0,2
1004,George,Ross,RD,No,Female,Heterosexual,No,No,White,No,No,No,1983-05-08,39,George,Canadian,Music,She/her/hers,839 816 8035,George.Ross@mail.ca,-1,1,-2,2,2,2,0,3,-1,2,2,2,1,1,0,4,0,1,2,-2,-1,2,1,2
1005,Eileen,Lee,Marketing,No,Female,Heterosexual,No,No,Prefer not to say,No,Yes,No,1974-11-27,47,Eileen,Korean,Reading,She/her/hers,913 373 2086,Eileen.Lee@mail.ca,0,-1,1,1,1,1,1,3,0,2,2,2,2,0,1,4,-2,2,2,-2,2,2,0,3
1006,Hayden,Gibbons,Sales,Yes,Female,Heterosexual,No,No,White,No,Yes,No,1987-07-08,35,Hayden,Russian,Music,She/her/hers,643 958 7435,Hayden.Gibbons@mail.ca,-1,-2,0,2,2,2,1,2,2,2,1,-1,2,1,0,4,-1,2,2,-2,1,2,0,3
1007,Melinda,Vane,Finance,Yes,Male,Heterosexual,No,No,White,No,No,No,1981-10-03,40,Melinda,Indonesian,Cooking,He/him/his,907 676 2145,Melinda.Vane@mail.ca,0,-2,-1,1,2,2,1,2,0,1,-2,1,1,1,1,3,1,0,0,1,-1,1,2,2
1008,Morgan,Preston,Sales,No,Male,Heterosexual,No,No,White,No,No,No,1986-02-10,36,Morgan,Japanese,Reading,He/him/his,270 677 9152,Morgan.Preston@mail.ca,1,2,-2,1,2,1,0,4,-2,-1,1,2,-1,3,0,2,-2,-1,-2,0,-2,4,1,0
1009,Maia,Harris,Marketing,No,Male,Heterosexual,No,No,White,Yes,No,No,1979-10-09,42,Maia,American,Sports,He/him/his,558 319 2534,Maia.Harris@mail.ca,-2,1,-2,-2,2,3,0,2,-2,1,-1,1,2,2,0,3,2,1,1,1,-1,1,0,4
1010,Eduardo,Veale,IT,No,Male,Heterosexual,No,No,White,Yes,Yes,No,1993-02-12,29,Eduardo,Philippine,Reading,He/him/his,591 913 9445,Eduardo.Veale@mail.ca,0,-1,0,2,2,1,2,2,-2,0,0,1,0,1,3,1,0,2,1,0,2,0,2,3
1011,Domenic,Osman,Operations,No,Male,Heterosexual,No,No,White,Yes,No,No,1990-05-05,32,Domenic,Indian,Video Games,He/him/his,689 187 9060,Domenic.Osman@mail.ca,1,-1,2,2,2,1,0,4,-2,2,-2,1,2,2,0,3,-2,1,1,-2,0,2,1,2
1012,Carissa,Wade,IT,No,Female,Heterosexual,No,No,Prefer not to say,No,No,No,1977-10-03,44,Carissa,American,Sports,She/her/hers,631 745 5620,Carissa.Wade@mail.ca,0,-1,-2,2,2,2,1,2,2,2,1,-2,2,1,0,4,-2,-2,-2,1,0,3,1,1
1013,Chad,May,IT,No,Female,Heterosexual,No,No,White,No,No,No,1958-04-30,64,Chad,British,Travelling,She/her/hers,554 906 1754,Chad.May@mail.ca,1,-2,1,1,2,1,0,4,0,2,-2,-1,2,2,1,2,2,2,1,1,1,0,0,5
1014,Analise,Yard,Sales,No,Male,Heterosexual,No,No,White,Yes,No,No,1985-07-22,37,Analise,Canadian,Music,He/him/his,268 268 6175,Analise.Yard@mail.ca,0,-1,-1,1,-1,3,1,1,-2,2,-1,1,1,2,0,3,1,2,2,-1,0,1,1,3
1015,Jaylene,Barrett,Marketing,No,Male,Heterosexual,No,No,White,No,Yes,No,1982-10-02,39,Jaylene,Canadian,Sports,He/him/his,550 878 5353,Jaylene.Barrett@mail.ca,0,2,0,2,0,0,3,2,0,1,1,-2,1,1,1,3,1,-2,1,-2,2,2,0,3
1016,Angelina,Summers,Sales,No,Male,Heterosexual,No,No,White,Prefer not to say,No,No,1993-07-30,29,Angelina,Bangladeshi,Music,He/him/his,324 679 8567,Angelina.Summers@mail.ca,0,-1,-1,2,1,2,1,2,-2,2,-1,2,2,2,0,3,2,2,-2,1,2,1,0,4
1017,Nicholas,Redden,Sales,No,Female,Heterosexual,No,No,White,No,No,No,1979-05-29,43,Nicholas,Korean,Sports,She/her/hers,947 807 4669,Nicholas.Redden@mail.ca,-2,1,1,-1,-1,3,0,2,0,1,2,2,2,0,1,4,0,2,1,-1,-2,2,1,2
1018,Logan,Coll,IT,No,Female,Heterosexual,No,No,Asian,No,No,No,1987-02-02,35,Logan,Chinese,Sports,She/her/hers,298 811 2535,Logan.Coll@mail.ca,1,1,-2,2,2,1,0,4,1,2,-2,-2,2,2,0,3,0,0,-1,1,-2,2,2,1
1019,Jamie,Needham,IT,No,Male,Homosexual,Yes,No,Asian,No,Yes,No,1989-07-21,33,Jamie,English,Music,He/him/his,903 933 1704,Jamie.Needham@mail.ca,-1,-1,0,-1,-2,4,1,0,1,2,1,-1,1,1,0,4,1,1,1,-1,1,1,0,4
1020,Gloria,Oliver,Sales,No,Male,Heterosexual,No,No,Middle Eastern,No,Yes,No,1961-12-12,60,Gloria,American,Reading,He/him/his,680 364 3140,Gloria.Oliver@mail.ca,0,2,0,1,1,0,2,3,0,2,1,-1,1,1,1,3,2,2,2,1,2,0,0,5
1021,Joseph,James,Operations,No,Female,Heterosexual,No,No,Other,No,No,No,1985-01-18,37,Joseph,Canadian,Travelling,She/her/hers,176 377 6676,Joseph.James@mail.ca,1,0,2,1,-2,1,1,3,1,-1,2,-2,2,2,0,3,-2,2,0,1,2,1,1,3
1022,Leanne,Lynch,IT,Yes,Female,Homosexual,Yes,No,White,No,Yes,No,1990-02-18,32,Leanne,Canadian,Travelling,She/her/hers,492 672 3001,Leanne.Lynch@mail.ca,-2,0,-2,2,-1,3,1,1,1,1,2,-2,2,1,0,4,2,0,-2,1,-2,2,1,2
1023,Carl,Egerton,IT,No,Male,Other,Yes,No,White,No,Yes,No,1985-06-28,37,Carl,Korean,Travelling,He/him/his,411 858 1578,Carl.Egerton@mail.ca,1,2,1,-1,0,1,1,3,-1,-1,1,2,-1,3,0,2,-2,2,0,-1,1,2,1,2
1024,Mina,Overson,Finance,No,Male,Bisexual,Yes,No,White,Yes,No,No,1979-09-02,43,Mina,Chinese,Video Games,He/him/his,885 421 3236,Mina.Overson@mail.ca,-2,1,-1,1,0,2,1,2,0,1,0,2,1,0,2,3,-2,1,2,-2,1,2,0,3
1025,Winnie,Ainsworth,HR,No,Male,Heterosexual,No,No,Asian,No,No,No,1981-09-28,41,Winnie,Canadian,Music,He/him/his,951 618 2602,Winnie.Ainsworth@mail.ca,0,-1,0,-2,-2,3,2,0,-1,2,2,1,1,1,0,4,-2,1,1,1,2,1,0,4
1026,Aurelia,Weasley,HR,No,Male,Heterosexual,No,No,White,Yes,No,No,1979-02-17,43,Aurelia,Canadian,Travelling,He/him/his,236 232 5574,Aurelia.Weasley@mail.ca,0,-1,-2,1,1,2,1,2,1,1,2,2,1,0,0,5,2,1,2,2,2,0,0,5
1027,Callie,Giles,Operations,No,Other,Prefer not to say,Yes,No,White,Yes,No,No,1988-08-14,34,Callie,American,Travelling,They/them/theirs,303 751 5532,Callie.Giles@mail.ca,0,1,-2,1,-2,2,1,2,2,1,0,0,2,0,2,3,-1,2,2,-2,2,2,0,3
1028,Brad,Scott,Operations,Yes,Male,Prefer not to say,Yes,No,White,No,No,No,1994-03-25,28,Brad,Canadian,Fishing,He/him/his,146 839 1318,Brad.Scott@mail.ca,0,-2,-1,-2,2,3,1,1,-2,1,1,0,1,1,1,3,-1,2,-1,-1,2,3,0,2
1029,Phillip,Shaw,RD,No,Male,Heterosexual,No,No,White,No,No,No,1969-08-14,53,Phillip,Indian,Travelling,He/him/his,794 548 5979,Phillip.Shaw@mail.ca,-2,-2,-1,2,0,3,1,1,2,2,1,2,-1,1,0,4,2,2,2,2,-2,1,0,4
1030,Crystal,Sherry,Marketing,No,Non-binary/non-conforming,Heterosexual,No,No,Asian,Yes,No,No,1995-11-03,26,Crystal,German,Fishing,Ze/hir/hirs,158 202 9176,Crystal.Sherry@mail.ca,2,0,-2,-1,-2,3,1,1,2,2,-1,0,1,1,1,3,1,1,1,2,-2,1,0,4
1031,Selena,Murray,Operations,No,Male,Heterosexual,No,No,White,No,No,No,1988-04-11,34,Selena,Canadian,Cooking,He/him/his,881 228 5455,Selena.Murray@mail.ca,2,0,1,2,2,0,1,4,1,2,-1,-1,-1,3,0,2,2,1,2,-2,-1,2,0,3
1032,Elijah,Ripley,Marketing,No,Male,Prefer not to say,Prefer not to say,No,White,No,Yes,No,1990-08-30,32,Elijah,Canadian,Sports,He/him/his,482 543 5756,Elijah.Ripley@mail.ca,1,0,2,1,1,0,1,4,0,2,2,1,2,0,1,4,-1,2,2,0,2,1,1,3
1033,Mary,Boyle,Sales,No,Male,Heterosexual,No,No,White,No,No,No,1997-06-29,25,Mary,Cambodian,Travelling,He/him/his,376 134 4594,Mary.Boyle@mail.ca,0,0,-2,-2,-1,3,2,0,1,-1,1,2,2,1,0,4,-1,1,0,0,2,1,2,2
1034,Julius,Townend,Finance,No,Male,Prefer not to say,Prefer not to say,No,Asian,No,No,Yes,1963-05-03,59,Julius,Canadian,Travelling,He/him/his,922 359 4592,Julius.Townend@mail.ca,1,-1,2,2,2,1,0,4,-2,-1,2,-2,1,3,0,2,2,2,2,2,2,0,0,5
1035,Isabella,Strong,RD,No,Male,Heterosexual,No,No,White,No,No,No,1989-05-02,33,Isabella,Canadian,Sports,He/him/his,346 868 3603,Isabella.Strong@mail.ca,2,-1,2,2,1,1,0,4,1,2,1,2,1,0,0,5,1,2,2,2,2,0,0,5
1036,Angelina,Addis,IT,No,Female,Heterosexual,No,No,Black,No,No,No,1985-02-26,37,Angelina,Colombian,Sports,She/her/hers,134 980 6904,Angelina.Addis@mail.ca,-1,0,-1,2,2,2,1,2,0,2,1,2,2,0,1,4,0,1,1,0,2,0,2,3
1037,Ruby,Robinson,Marketing,No,Male,Heterosexual,No,No,White,No,Prefer not to say,No,1977-09-05,45,Ruby,Ukrainian,Travelling,He/him/his,383 835 3722,Ruby.Robinson@mail.ca,0,0,1,2,0,0,3,2,1,2,1,2,2,0,0,5,-1,2,2,1,1,1,0,4
1038,Chris,Warden,Sales,No,Male,Heterosexual,No,Yes,Asian,No,Yes,No,1959-03-19,63,Chris,Greek,Sports,He/him/his,610 716 3048,Chris.Warden@mail.ca,-2,1,1,2,2,1,0,4,0,1,1,1,1,0,1,4,1,1,1,-2,2,1,0,4
1039,Kieth,Knight,Operations,No,Female,Heterosexual,No,No,White,No,No,No,1982-07-28,40,Kieth,Algerian,Crafting,She/her/hers,720 795 8217,Kieth.Knight@mail.ca,0,2,1,2,2,0,1,4,1,2,1,-2,1,1,0,4,1,-2,-2,1,-2,3,0,2
1040,Dasha,Healy,Sales,No,Male,Heterosexual,No,No,Asian,No,No,No,1983-12-17,38,Dasha,Canadian,Music,He/him/his,323 210 6348,Dasha.Healy@mail.ca,-2,-2,-1,2,2,3,0,2,0,2,2,-2,2,1,1,3,1,1,2,2,-2,1,0,4
1041,Eduardo,Preston,Marketing,No,Female,Heterosexual,No,No,Asian,No,No,No,1991-04-18,31,Eduardo,Libyan,Music,She/her/hers,758 480 2746,Eduardo.Preston@mail.ca,2,-1,2,2,1,1,0,4,2,2,1,0,1,0,1,4,-2,2,1,0,-2,2,1,2
1042,Barney,Reese,IT,Yes,Male,Heterosexual,No,No,White,Yes,No,No,1980-04-28,42,Barney,Canadian,Reading,He/him/his,799 243 1573,Barney.Reese@mail.ca,2,0,0,-2,0,1,3,1,2,-2,-1,2,1,2,0,3,-2,1,2,0,1,1,1,3
1043,Doug,Payne,Operations,No,Male,Homosexual,Prefer not to say,No,White,No,No,No,1985-12-19,36,Doug,Indian,Music,He/him/his,751 497 8835,Doug.Payne@mail.ca,2,0,2,-2,0,1,2,2,1,2,1,1,2,0,0,5,1,2,2,1,2,0,0,5
1044,Remy,Yang,Sales,No,Male,Heterosexual,No,No,White,No,No,No,1997-10-25,24,Remy,Canadian,Sports,He/him/his,484 608 1579,Remy.Yang@mail.ca,-2,0,-1,1,1,2,1,2,2,-1,-2,1,0,2,1,2,0,1,1,-2,1,1,1,3
1045,Hayden,Adler,IT,No,Female,Heterosexual,No,No,White,No,No,No,1976-07-06,46,Hayden,Canadian,Reading,She/her/hers,560 819 7039,Hayden.Adler@mail.ca,-1,0,-2,1,2,2,1,2,-1,1,2,-1,2,2,0,3,0,1,1,-2,0,1,2,2
1046,Rufus,Martin,Finance,No,Male,Heterosexual,No,No,White,No,No,No,1989-01-08,33,Rufus,Polish,Cooking,He/him/his,769 598 2940,Rufus.Martin@mail.ca,2,0,1,2,0,0,2,3,1,1,2,2,2,0,0,5,-1,2,2,-2,2,2,0,3
1047,Nathan,Waterson,IT,No,Male,Bisexual,Yes,No,White,No,No,No,1988-08-13,34,Nathan,Canadian,Music,He/him/his,786 444 4030,Nathan.Waterson@mail.ca,1,0,2,1,-1,1,1,3,-2,2,1,1,1,1,0,4,2,2,1,2,1,0,0,5
1048,Nate,Heaton,Finance,No,Male,Other,Yes,No,White,No,No,No,1958-07-01,64,Nate,Moroccan,Video Games,He/him/his,795 367 8933,Nate.Heaton@mail.ca,-1,-1,-1,2,-1,4,0,1,1,2,1,0,1,0,1,4,0,2,1,-1,1,1,1,3
1049,Boris,Yard,Sales,Yes,Female,Prefer not to say,Yes,No,White,No,No,No,1983-09-24,39,Boris,Ukrainian,Sports,She/her/hers,595 462 2559,Boris.Yard@mail.ca,0,-2,2,1,1,1,1,3,2,1,2,2,1,0,0,5,-1,2,-1,0,2,2,1,2
1050,Violet,Johnson,HR,No,Male,Heterosexual,No,No,White,No,Yes,No,1988-06-21,34,Violet,Canadian,Travelling,He/him/his,963 560 4717,Violet.Johnson@mail.ca,-1,2,-1,-2,0,3,1,1,-1,2,2,2,1,1,0,4,-1,1,1,-2,1,2,0,3
1051,Angela,Butler,Marketing,No,Male,Homosexual,Yes,No,White,No,No,No,1979-09-23,43,Angela,Canadian,Music,He/him/his,828 771 8788,Angela.Butler@mail.ca,-1,-2,2,-1,2,3,0,2,-1,-1,1,-2,-2,4,0,1,-2,-2,1,0,-2,3,1,1
1052,Cameron,Bingham,RD,No,Female,Heterosexual,No,No,White,No,No,No,1982-05-16,40,Cameron,Ukrainian,Travelling,She/her/hers,947 547 9006,Cameron.Bingham@mail.ca,1,2,1,1,2,0,0,5,1,1,2,0,2,0,1,4,2,2,1,1,1,0,0,5
1053,Alice,Dubois,Marketing,No,Female,Heterosexual,Prefer not to say,No,Asian,No,Yes,No,1995-04-12,27,Alice,Cuban,Sports,She/her/hers,399 630 8882,Alice.Dubois@mail.ca,-1,1,0,1,1,1,1,3,1,0,2,-1,-1,2,1,2,0,1,2,-2,2,1,1,3
1054,Carter,Lucas,Sales,No,Male,Heterosexual,No,No,White,No,No,No,1995-12-05,26,Carter,Colombian,Fishing,He/him/his,511 184 5862,Carter.Lucas@mail.ca,1,-2,2,1,2,1,0,4,1,2,0,2,0,0,2,3,-1,1,1,2,2,1,0,4
1055,Enoch,Mooney,Sales,No,Female,Prefer not to say,Prefer not to say,No,White,No,No,No,1983-02-26,39,Enoch,Canadian,Sports,She/her/hers,288 937 2196,Enoch.Mooney@mail.ca,0,1,0,1,0,0,3,2,1,1,-2,-2,0,2,1,2,-2,2,-1,1,-1,3,0,2
1056,Eve,Myatt,IT,No,Male,Heterosexual,No,No,White,No,Yes,No,1979-07-03,43,Eve,Canadian,Reading,He/him/his,385 272 5496,Eve.Myatt@mail.ca,2,0,2,2,2,0,1,4,2,2,2,-1,1,1,0,4,1,-1,-2,1,-2,3,0,2
1057,Denny,Roberts,Sales,Yes,Female,Prefer not to say,Yes,No,White,No,Yes,No,1995-07-05,27,Denny,Canadian,Travelling,She/her/hers,975 254 3268,Denny.Roberts@mail.ca,-1,1,-2,-2,-2,4,0,1,1,-1,1,-1,-2,3,0,2,0,1,1,1,1,0,1,4
1058,Roger,Rose,Sales,No,Male,Heterosexual,No,No,White,No,No,No,1987-07-30,35,Roger,Canadian,Sports,He/him/his,507 511 6163,Roger.Rose@mail.ca,-2,1,0,2,2,1,1,3,0,-1,2,2,0,1,2,2,1,0,-1,1,2,1,1,3
1059,Alma,Russell,Finance,No,Female,Heterosexual,No,No,White,No,No,No,1993-04-05,29,Alma,Canadian,Sports,She/her/hers,537 243 3979,Alma.Russell@mail.ca,-1,2,0,0,-2,2,2,1,0,2,2,-2,-2,2,1,2,1,1,1,2,1,0,0,5
1060,Angela,Wheeler,IT,No,Other,Heterosexual,No,No,White,No,Yes,No,1984-12-14,37,Angela,American,Travelling,They/them/theirs,512 880 5171,Angela.Wheeler@mail.ca,2,-2,1,2,-1,2,0,3,-2,2,1,-2,1,2,0,3,1,1,1,1,1,0,0,5
1061,Russel,Corbett,Operations,No,Female,Heterosexual,No,Yes,Asian,No,No,No,1969-02-06,53,Russel,Canadian,Music,She/her/hers,325 330 6924,Russel.Corbett@mail.ca,2,-2,1,1,2,1,0,4,1,1,2,-1,1,1,0,4,1,2,2,1,1,0,0,5
1062,Elly,Dubois,RD,No,Male,Homosexual,Yes,No,White,No,No,No,1991-08-13,31,Elly,Chinese,Reading,He/him/his,158 374 2956,Elly.Dubois@mail.ca,2,-2,1,1,-1,2,0,3,-2,2,0,2,1,1,1,3,1,1,2,1,2,0,0,5
1063,Cassidy,Wilson,Marketing,No,Male,Heterosexual,No,No,White,No,No,No,1993-04-09,29,Cassidy,Canadian,Sports,He/him/his,120 474 1845,Cassidy.Wilson@mail.ca,2,2,1,1,-1,1,0,4,2,2,1,-1,2,1,0,4,1,1,1,0,2,0,1,4
1064,Rylee,Richardson,Marketing,No,Male,Heterosexual,No,No,Other,No,No,No,1983-05-02,39,Rylee,Chinese,Reading,He/him/his,937 165 6275,Rylee.Richardson@mail.ca,1,1,1,2,1,0,0,5,1,2,2,1,2,0,0,5,-1,2,1,0,1,1,1,3
1065,Peter,Ellison,Sales,No,Male,Heterosexual,No,No,White,No,No,No,1988-05-27,34,Peter,American,Travelling,He/him/his,911 988 1977,Peter.Ellison@mail.ca,-1,-2,0,2,2,2,1,2,-1,1,-2,2,1,2,0,3,2,2,2,1,1,0,0,5
